,ticker,activity_domain,market_cap,net_revenue,net_income,earnings_per_share,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity,dividend_payout_ratio,year_over_year_revenue_growth,price_to_free_cash_flow,stock_price,debt_to_equity_ratio,return_on_assets,return_on_investments,revenue_per_employee,price_to_earnings_growth,price_to_book_ratio
315,NDSN,Industrials,14043746304,"[2590278000.0, 2362209000.0, 2121100000.0, 2194226000.0]","[513103000.0, 454368000.0, 249539000.0, 337091000.0]","[8.89, 8.9, 7.82, 4.32, 5.87]",9.86,27.718784,24.991888,1.1091113610798649,359290496,[-1],0.2764,"[-8.804807823716219, -10.206929192124829, 3.4475507991136674, 18.782254152489305]",39.45227204673958,248.72,"[0.3215938981204032, 0.37788229518370825, 0.6287667191020306, 0.7869111884860962]","[0.13430697248306775, 0.11985562499851621, 0.067908125277577, 0.09586124858415326]",[-1],"[359760.8333333333, 328084.5833333333, 294597.22222222225, 304753.6111111111]",2.11,5.62423
316,NSC,Industrials,51137048576,"[12745000000.0, 11142000000.0, 9789000000.0, 11296000000.0]","[3270000000.0, 3005000000.0, 2013000000.0, 2722000000.0]","[12.98, 13.92, 12.16, 7.985082, 10.554276]",13.72,17.306625,16.373177,1.0570107858243452,2284499968,[-1],0.4662,"[-12.577481365241272, -12.143241787829833, 15.394830932679538, 12.358354674220964]",22.647415156365632,227.28,"[1.1923348778763843, 1.014588373286416, 0.857345683185721, 0.803213909378293]","[0.0840941236980841, 0.07806614189592913, 0.05302671092144776, 0.0717770218600849]","[0.8852192744991879, 0.810628540598867, 0.5607242339832869, 0.794049008168028]","[660362.6943005181, 577305.6994818653, 507202.0725388601, 585284.9740932642]",4.25,4.034555
317,NTRS,Financial Services,16612071424,"[6761200000.0, 6464500000.0, 6100800000.0, 6073100000.0]","[1336000000.0, 1545300000.0, 1209300000.0, 1492200000.0]","[5.58, 6.16, 7.16, 5.48, 6.66]",6.59,14.381721,12.177542,1.1810035842293907,-1,[-1],0.5376,"[-4.388274270839496, -5.626111841596411, -0.4540388145816942, 11.483428496155176]",-1.0,80.81,"[1.0997557618011458, 0.6020737633979096, 0.7358640691974025, 1.0626814534307096]","[0.00861731448102288, 0.00840340247256781, 0.007113366222774889, 0.01090563070239804]","[0.024925094122080722, 0.024631947411039346, 0.019799435143874587, 0.028556009736830017]","[286491.5254237288, 273919.4915254237, 258508.4745762712, 257334.74576271186]",3.9,1.5452007
318,NOC,Industrials,66596249600,"[36602000000.0, 35667000000.0, 36799000000.0, 33841000000.0]","[4896000000.0, 7005000000.0, 3189000000.0, 2248000000.0]","[30.86, 31.61, 43.7, 19.08, 13.28]",24.65,14.2106285,17.79067,0.7987686325340246,3966874880,[-1],0.2342,"[-2.5545052182940826, 3.1738021139989345, -8.038261909291014, 11.938181306698976]",16.943896030035614,442.61,"[0.9600966562173459, 1.1114807365000774, 1.545136591360242, 1.5963261140718903]","[0.11189578333904697, 0.16451772000281828, 0.0717128786345544, 0.054710506461583396]",[-1],"[385284.2105263158, 375442.1052631579, 387357.8947368421, 356221.05263157893]",10.27,4.287097
319,NCLH,Consumer Cyclical,7613762048,"[4843760000.0, 647986000.0, 1279908000.0, 6462376000.0]","[-2269909000.0, -4506587000.0, -4012514000.0, 930228000.0]","[-3.46, -5.41, -12.33, -15.75, 4.33]",1.56,-1.0,11.506412,-0.4508670520231214,-1014260864,[-1],0.0,"[-86.62225213470526, 97.52093409425513, 404.9094153642293, 10.827194456032888]",-7.644715801397619,18.28,"[198.59063142394774, 5.116473804287505, 2.711491569449979, 1.0439122908340148]","[-0.1223163287421379, -0.24061004908905506, -0.21807950806000026, 0.055753692372229026]",[-1],"[124518.25192802056, 16657.737789203085, 32902.519280205655, 166127.9177377892]",-0.17,498.61115
320,NRG,Utilities,8638304256,"[31543000000.0, 26989000000.0, 9093000000.0, 9821000000.0]","[1221000000.0, 2187000000.0, 510000000.0, 4438000000.0]","[-7.82, 5.17, 8.93, 2.08, 16.94]",6.7,-1.0,5.6000004,-0.8567774936061381,2818749952,[-1],-1.0,"[-14.437434613067875, -66.3084960539479, 8.006158583525789, 219.40740209754605]",3.076022090518513,37.66,"[2.168756530825496, 2.3019444444444446, 5.380357142857143, 3.888419782870929]","[0.04189254100048034, 0.09434043654559572, 0.034223594148436454, 0.3541616790359907]","[1.2574665293511844, 1.8772532188841202, 0.41262135922330095, 3.754653130287648]","[4777071.028320461, 4087384.5221868847, 1377101.317582917, 1487354.2329244283]",-2.61,3.5506766
321,NUE,Basic Materials,42145169408,"[41512467000.0, 36483939000.0, 20139658000.0, 22588858000.0]","[7607337000.0, 6827461000.0, 721470000.0, 1271143000.0]","[21.75, 28.88, 23.23, 2.37, 4.14]",11.99,7.7131033,13.991659,0.551264367816092,5271409664,[-1],0.0933,"[-12.113295988889314, -44.79856465059872, 12.16108039173257, 65.82488885449632]",8.186631482838212,171.78,"[0.3633701434300239, 0.405583135570795, 0.4950176875452153, 0.4231575307114419]","[0.23422173753610387, 0.2643938335454434, 0.035848739160087996, 0.06929224004405422]",[-1],"[1322053.0891719745, 1161908.8853503184, 641390.3821656051, 719390.3821656051]",-1.24,2.1030726
322,NVR,Consumer Cyclical,20609775616,"[10538287000.0, 8959750000.0, 7545853000.0, 7400806000.0]","[1725575000.0, 1236719000.0, 901248000.0, 878539000.0]","[485.35, 525.2, 345.37, 244.11, 241.31]",455.02,13.02353,13.891632,0.9375090141135263,1483367424,[-1],0.0,"[-14.979066332127793, -15.78054075169508, -1.922208132069363, 36.72220847296902]",13.733562434494988,6248.02,"[0.28734456487861326, 0.5298533362554615, 0.512411563501225, 0.2920148433909494]","[0.3048195071765931, 0.21196748636338317, 0.15600242403638756, 0.23059886109955471]",[-1],"[1608898.7786259542, 1367900.7633587786, 1152038.6259541984, 1129894.0458015266]",-3.94,4.962306
323,NXPI,Technology,55092285440,"[13205000000.0, 11063000000.0, 8612000000.0, 8877000000.0]","[2787000000.0, 1871000000.0, 52000000.0, 243000000.0]","[10.51, 10.64, 6.91, 0.19, 0.86]",14.87,20.333015,14.371217,1.4148430066603235,1844249984,[-1],0.3518,"[-16.22112836046952, -22.154930850583025, 3.0771017185322806, 48.4397874957756]",30.18698244977184,215.95,"[1.4988589072358707, 1.619485294117647, 0.8507379248658319, 0.7801080394026056]","[0.11994319159924255, 0.08967599693251534, 0.002620043331485867, 0.012140287769784174]",[-1],"[382753.6231884058, 320666.6666666667, 249623.1884057971, 257304.34782608695]",2.01,6.7500553
324,ORLY,Consumer Cyclical,56369598464,"[14409860000.0, 13327563000.0, 11604493000.0, 10149985000.0]","[2172650000.0, 2164685000.0, 1752302000.0, 1391042000.0]","[34.59, 33.75, 31.39, 23.74, 18.07]",42.18,26.768719,21.951872,1.2194275802254986,1958280320,[-1],0.0,"[-7.510808571353227, -12.928620183599957, -12.534007302171668, 49.95063515857412]",28.9360322744805,930.78,"[-6.170179269046865, -88.3213194224892, 43.95247329920575, 14.752818744651936]","[0.17205049200667819, 0.18472046446762427, 0.15110425931920637, 0.12979576678896274]",[-1],"[163471.62191289748, 151193.58132253343, 131646.33745136077, 115145.77590216565]",2.11,-1.0
325,OXY,Energy,56643645440,"[36634000000.0, 25956000000.0, 17809000000.0, 20393000000.0]","[12504000000.0, 2322000000.0, -14831000000.0, -667000000.0]","[8.75, 13.41, 1.62, -17.06, -1.22]",4.72,7.2594285,13.457628,0.5394285714285714,6662000128,[-1],0.0651,"[-29.14778620953213, -31.387733086762214, 14.50951765961031, 54.64130350610503]",8.327147534849162,62.21,"[0.6902110686388566, 1.4949574457617947, 2.00823776449685, 1.1688186492171069]","[0.17221005660455316, 0.030945146329761714, -0.18523930855315748, -0.00610079575596817]","[3.9370277078085643, 0.7903335602450646, -4.563384615384615, -0.1043981843794021]","[3059717.6981541803, 2167877.724880982, 1487430.0509479663, 1703248.976864612]",-0.95,2.7425416
326,ODFL,Industrials,44640423936,"[6260077000.0, 5256328000.0, 4015129000.0, 4109111000.0]","[1377159000.0, 1034375000.0, 672682000.0, 615518000.0]","[12.17, 12.26, 8.94, 5.71, 5.113333]",13.08,33.45193,31.124617,1.0747740345110928,-1,[-1],0.1216,"[-16.034131848537967, -23.613423667625003, 2.340696899153178, 44.81657760036173]",-1.0,413.04,"[0.027365253576799035, 0.02716093534253291, 0.030042798458822566, 0.01460698921712056]","[0.2846187231456968, 0.21453190098441496, 0.15395259314186582, 0.1540501876078695]",[-1],"[275713.5873155693, 231505.30720105703, 176838.97819863466, 180978.24267782428]",4.84,11.635371
327,OMC,Communication Services,16121793536,"[14289100000.0, 14289400000.0, 13171100000.0, 14953700000.0]","[1316500000.0, 1407800000.0, 945400000.0, 1339100000.0]","[6.77, 6.4, 6.57, 4.38, 6.09]",7.81,12.053176,10.448143,1.153618906942393,706174976,[-1],0.4136,"[0.0020995024179269513, -7.826080871135247, 13.534177099862577, -3.938155774156229]",22.919272879134137,81.92,"[1.9967098182712708, 2.03271971133264, 2.245234081182726, 2.2492378849994745]","[0.048754744931024906, 0.049532401185005875, 0.03419514453543216, 0.049997386440855156]","[19.886706948640484, 18.450851900393186, 11.083235638921455, 12.538389513108614]","[192575.4716981132, 192579.51482479784, 177508.08625336929, 201532.34501347708]",2.43,5.1124616
328,ON,Technology,44184924160,"[8326200000.0, 6739800000.0, 5255000000.0, 5517900000.0]","[1902200000.0, 1009600000.0, 234200000.0, 211700000.0]","[4.07, 4.39, 2.37, 0.57, 0.52]",5.67,25.13759,18.04409,1.393120393120393,669412480,[-1],0.0,"[-19.053109461699215, -22.03032730941571, 5.002854424357754, 51.33112524692365]",66.2571398107188,102.7,"[0.5220489617839541, 0.6705194748549744, 0.9866610145541896, 1.094133325256686]","[0.15880118545727762, 0.1048826095990027, 0.027028274668205423, 0.025126105275651296]",[-1],"[268587.0967741936, 217412.90322580645, 169516.12903225806, 177996.7741935484]",2.65,6.3212852
329,OKE,Energy,29210728448,"[22386892000.0, 16540309000.0, 8542242000.0, 10164367000.0]","[1722221000.0, 1499706000.0, 612809000.0, 1278577000.0]","[5.31, 3.85, 3.36, 1.42, 3.09]",4.8,12.288136,13.593749,0.903954802259887,1227489152,[-1],0.70809996,"[-26.116099546109396, -48.355003525024834, 18.98945265189162, 111.15818175396461]",24.056078977584313,65.96,"[2.1098668978585238, 2.283041872680757, 2.3727816340466155, 2.045254130654096]","[0.07064335532731446, 0.06348872111316023, 0.02655294995561719, 0.0586177291057573]","[2.1479594509312867, 1.8802426740787825, 0.76122315634658, 1.4835364636755608]","[7547839.51449764, 5576638.233310856, 2880054.6190155093, 3426961.227242077]",1.6,4.093476
330,OTIS,Industrials,36580388864,"[13685000000.0, 14298000000.0, 12756000000.0, 13118000000.0]","[1253000000.0, 1246000000.0, 906000000.0, 1116000000.0]","[3.02, 2.98, 2.91, 2.09, 2.576702]",3.9,29.307947,22.694872,1.2913907284768211,1275624960,[-1],0.3805,"[4.479356960175374, -10.784725136382711, 2.8378802132329883, 5.572495319408446]",29.03607353133009,89.62,"[-1.4544147843942505, -2.0990344827586207, -1.6518789144050103, 0.32941176470588235]","[0.1276097362256849, 0.10147406140565192, 0.08459383753501401, 0.11520594611334778]",[-1],"[198333.33333333334, 207217.39130434784, 184869.5652173913, 190115.9420289855]",2.76,-1.0
331,PKG,Consumer Cyclical,13839666176,"[8478000000.0, 7730300000.0, 6658200000.0, 6964300000.0]","[1029800000.0, 841100000.0, 461000000.0, 696400000.0]","[9.47, 11.08, 8.87, 4.86, 7.36]",7.96,16.250263,19.332914,0.8405491024287223,-1,[-1],0.528,"[-8.81929700401038, -13.868801986986275, 4.59733862004746, 15.341095357753112]",-1.0,155.22,"[0.7616645305554798, 0.7574573076070082, 0.8433909373748575, 0.8904265711494627]","[0.12866388465478898, 0.10732697019191506, 0.06201904966905236, 0.09624367727134525]","[15.86748844375963, 14.018333333333333, 10.796252927400468, 11.986230636833046]","[561456.9536423841, 511940.39735099336, 440940.39735099336, 461211.92052980134]",-1.33,3.648498
332,PANW,Technology,66774265856,"[5501500000.0, 4256100000.0, 3408400000.0]","[-267000000.0, -498900000.0, -267000000.0]","[0.66, -0.903333, -1.726667, -0.92]",5.01,330.78787,43.576847,7.59090909090909,2070700032,[-1],0.0,"[-22.637462510224484, -19.91729517633514, 90.40899049407346]",35.072811381305854,237.45,"[18.823333333333334, 4.635149292823468, 3.1046469413686695]","[-0.021789514918064894, -0.04871309170442118, -0.029452644119399032]","[-0.2538264093545014, -0.5616345829111786, -0.4816017316017316]","[393554.6176407468, 304463.83861506544, 243822.8771729022]",1.64,54.1334
333,PARA,Communication Services,10285071360,"[30154000000.0, 28586000000.0, 25285000000.0, 27812000000.0]","[1104000000.0, 4543000000.0, 2422000000.0, 3308000000.0]","[-1.36, 1.61, 7.02, 3.93, 5.38]",1.33,-1.0,11.75188,-0.9779411764705882,16936375296,[-1],-1.0,"[-5.199973469523115, -11.547610718533548, 9.994067629029068, 8.194303926362721]",0.5442588209212059,15.09,"[0.749869769057128, 0.8618426926167306, 1.38676728905081, 1.5618989929582796]","[0.018906375764218313, 0.07749914704878881, 0.04599054364544367, 0.06680264141036774]",[-1],"[1230775.5102040817, 1166775.5102040817, 1032040.8163265307, 1135183.6734693877]",8.12,0.46566367
334,PAYC,Technology,16807506944,"[1375218000.0, 1055524000.0, 841434000.0, 737671000.0]","[281389000.0, 195960000.0, 143453000.0, 180576000.0]","[5.38, 4.86, 3.39, 2.49, 3.14]",9.24,53.981415,31.430738,1.7174721189591078,345207872,[-1],0.0689,"[-23.246787054852394, -20.282816875788708, -12.331686145318589, 111.14439580788726]",49.7828075166258,296.95,"[0.024522093983884757, 0.03262229303781747, 0.04712015532843331, 0.061965941803322266]","[0.07210456441785075, 0.06094903962340734, 0.05500684072161944, 0.07261038466502903]",[-1],"[216603.87462592535, 166250.433139077, 132530.1622302725, 116186.95857615373]",1.72,11.44332
335,PYPL,Financial Services,70010798080,"[27518000000.0, 25371000000.0, 21454000000.0, 17772000000.0]","[2419000000.0, 4169000000.0, 4202000000.0, 2459000000.0]","[2.32, 2.1, 3.55, 3.58, 2.09]",5.65,27.047415,11.1061945,2.4353448275862073,-1,[-1],0.0,[-1],-1.0,64.18,"[0.5138107921475782, 0.41644037372854054, 0.44652580048953494, 0.29404797157240153]","[0.030730337792344728, 0.054997823305146236, 0.05970530982253229, 0.04790290846044455]","[0.48206456755679555, 0.61335883478005, 0.690096896042043, 0.8588892769821865]","[920334.4481605351, 848528.4280936455, 717525.0836120402, 594381.27090301]",0.75,3.5159972
336,PNR,Industrials,11521757184,"[4121800000.0, 3764800000.0, 3017800000.0, 2957200000.0]","[480900000.0, 553000000.0, 358600000.0, 355700000.0]","[2.99, 2.92, 3.34, 2.15, 2.1]",4.22,23.361204,16.552134,1.4113712374581937,403162496,[-1],0.2886,"[-8.66126449609394, -19.841691457713555, -2.0080853601961697, 40.9813347761396]",28.373875579934893,69.35,"[0.8556921827111259, 0.3691729633758619, 0.3986136827612401, 0.5266902093249398]","[0.07458704924389298, 0.11633288455065635, 0.0854379109882779, 0.08592825220437252]",[-1],"[366382.22222222225, 334648.8888888889, 268248.8888888889, 262862.22222222225]",2.09,3.9292343
337,PEP,Consumer Defensive,254116675584,"[86392000000.0, 79474000000.0, 70372000000.0, 67161000000.0]","[8910000000.0, 7618000000.0, 7120000000.0, 7314000000.0]","[5.72, 6.45, 5.508315, 5.15942, 5.258088]",8.11,32.272728,22.762024,1.4178321678321677,5359249920,[-1],0.8257,"[-8.0076858968423, -11.452802174295996, -4.562894332973342, 34.20735715072736]",48.06374911736902,187.12,"[2.278325266779404, 2.5141183070498037, 3.281551954808979, 2.168808332206141]","[0.09665137166845651, 0.08246641480022084, 0.07662670311457415, 0.09311622340764128]","[2.8994467946631954, 2.899885801294252, 2.5501432664756445, 2.7260529258292956]","[274260.31746031746, 252298.4126984127, 223403.17460317462, 213209.52380952382]",2.92,14.373589
338,PFE,Healthcare,197698764800,"[100330000000.0, 81288000000.0, 41908000000.0, 51750000000.0]","[31372000000.0, 21979000000.0, 9616000000.0, 16273000000.0]","[5.07, 5.59, 3.92, 1.65, 2.88]",3.09,6.9072976,11.333334,0.6094674556213017,-1,[-1],0.4309,"[-18.97936808531845, -48.44503493750615, 23.484776176386372, 50.6144869410628]",-1.0,35.0,"[0.36451636508085844, 0.47924249685884895, 0.6052373572851766, 0.8258239234752862]","[0.1590831875459547, 0.12111243360003526, 0.062348844899467674, 0.09715861937201846]","[2.0818899727918243, 1.0210443184985598, 0.4745829631823117, 0.8077133071921377]","[1208795.1807228916, 979373.4939759036, 504915.6626506024, 623493.9759036144]",-0.8,1.9578466
339,PCG,Utilities,40065921024,"[21680000000.0, 20642000000.0, 18469000000.0, 17129000000.0]","[1814000000.0, -88000000.0, -1304000000.0, -7642000000.0]","[0.89, 0.91, -0.05, -1.05, -14.5]",1.35,19.191011,12.651852,1.5168539325842698,-6420624896,[-1],0.0,"[-4.787822878228782, -10.527080709233601, -7.255400942119226, 29.97255554906883]",-6.324221069412866,17.31,"[2.3458353415414277, 1.6223350253807107, 2.0286653016523024, 0.7371495327102804]","[0.01528943730824989, -0.0008529032633241905, -0.013325703073904512, -0.0896990469036105]","[0.5501971489232635, -0.02317008952080042, -0.36856981345392875, -2.4084462653640086]","[833525.5670895809, 793617.8392925798, 710073.0488273741, 658554.402153018]",3.25,1.4826388
340,PM,Consumer Defensive,149337161728,"[31762000000.0, 31405000000.0, 28694000000.0, 29805000000.0]","[9048000000.0, 9109000000.0, 8056000000.0, 7185000000.0]","[5.17, 5.82, 5.83, 5.16, 4.61]",6.88,18.609283,13.984012,1.3307543520309477,6046875136,[-1],0.9828,"[-1.1239846357282286, -8.632383378442924, 3.8718895936432705, 11.290051575239053]",25.007183770814347,97.42,"[-4.814446801384392, -2.7514347912131405, -2.5094294581045595, -2.6816100889695087]","[0.14669022875764012, 0.22061031726810365, 0.17976124065603036, 0.1675801749271137]","[2.041976980365606, 2.04100380909702, 1.6790329303876614, 1.5501618122977345]","[398020.0501253133, 393546.365914787, 359573.9348370927, 373496.24060150376]",2.18,-1.0
341,PSX,Energy,50695077888,"[169990000000.0, 111476000000.0, 64129000000.0, 107293000000.0]","[11024000000.0, 1317000000.0, -3975000000.0, 3076000000.0]","[26.18, 23.36, 2.97, -9.06, 6.8]",12.06,4.2200155,9.160862,0.4606569900687548,-1,[-1],0.1513,"[-34.422024824989705, -42.472819261545084, 67.30808214692262, 44.20325077684472]",-1.0,110.41,"[0.5828304061843087, 0.7538349159970782, 0.8371786767804467, 0.47221999197109593]","[0.1442139138170116, 0.023689606792099867, -0.07264121635204035, 0.05238419618528611]","[0.7539839956227344, 0.09746891651865008, -0.30154756486117434, 0.21300463956789695]","[13076153.846153846, 8575076.923076924, 4933000.0, 8253307.692307692]",-0.56,1.6759201
342,PNW,Utilities,8899656704,"[4324385000.0, 3803835000.0, 3586982000.0, 3471209000.0]","[483602000.0, 618720000.0, 550559000.0, 538320000.0]","[4.08, 4.27, 5.48, 4.89, 4.79]",4.89,19.259806,16.06953,1.1985294117647058,-586765888,[-1],0.8407,"[-12.037549848128695, -5.700904481924163, -3.227587983435657, 30.958498897646326]",-15.306276291235253,79.3,"[1.4676254044912853, 1.3857605567031255, 1.228256557243335, 1.0701886772996518]","[0.02128210978944397, 0.028119518132389883, 0.027499871256453597, 0.029131057125866656]","[0.3404111242741833, 0.3742634591665573, 0.3952484809152414, 0.4286430920397812]","[737823.7502132742, 649007.8484900187, 612008.5309674117, 592255.4171643064]",3.1,1.4922142
343,PXD,Energy,54708248576,"[24384000000.0, 17870000000.0, 7024000000.0, 9671000000.0]","[7845000000.0, 2118000000.0, -200000000.0, 756000000.0]","[28.27, 32.61, 9.06, -1.21, 4.6]",22.14,8.279448,10.5718155,0.7831623629289,3023000064,[-1],0.986,"[-26.714238845144354, -60.69390039171796, 37.68507972665148, 110.80550429117982]",17.781873682421462,229.98,"[0.23357437558227231, 0.3194815431098656, 0.3033970092488547, 0.21412657810050334]","[0.21950195858981533, 0.057537149221700036, -0.0104009568880337, 0.03964965647453716]",[-1],"[11745664.739884393, 8607899.807321772, 3383429.6724470137, 4658477.842003854]",-2.96,2.480395
